Agricultural zone,month(bij),month(chara),rainfall (mm),temperature(avg),humidity(avg),sunlight(hour),direction of wind(deg),velocity of wind(km/h),label count,label
1,12,12,2.82,23.12,83.45,51.28,224.62,4.28,33,corn robi
1,12,12,5.46,20.08,81.69,50.56,213.34,7.65,33,corn robi
2,10.25,10.25,25,27.7,78.9,54,199,5,33,corn robi
2,10.25,10.25,31.62,24.92,88.83,57.7,200.69,8.67,33,corn robi
2,10.25,10.25,20.49,22.77,83.39,56.91,191.39,2.32,33,corn robi
2,10.25,10.25,31.53,29.94,87.31,56.53,199.44,3.97,33,corn robi
2,10.25,10.25,30.04,23.51,73.47,50.06,202.25,8.43,33,corn robi
2,10.25,10.25,18.25,30.48,86.21,56.03,196.31,12.31,33,corn robi
2,10.25,10.25,26.22,28.95,75.36,54,194.09,2.97,33,corn robi
2,10.25,10.25,28.61,30.03,71.18,54.36,188.47,9.81,33,corn robi
2,10.25,10.25,21.68,31.53,86.26,51.81,188.02,1.82,33,corn robi
2,10.25,10.25,20.89,22.88,85.93,57.83,192.82,3.73,33,corn robi
2,10.25,10.25,19.38,31.63,81.83,50.39,194.32,12.98,33,corn robi
2,10.25,10.25,24.73,26.16,71.88,55.79,198.52,3.79,33,corn robi
2,10.25,10.25,26.28,25.6,72.39,54.34,192.64,12.86,33,corn robi
2,10.25,10.25,21.29,26.72,70.25,56.27,207.13,1.42,33,corn robi
2,10.25,10.25,24.43,23.15,82.34,52.69,208.72,0.53,33,corn robi
2,10.25,10.25,30.09,30.62,79.58,50.47,192.91,10.82,33,corn robi
3,12,12,1,22.8,71.9,54.8,204,5.1,33,corn robi
3,12,12,4.38,27.42,76.64,53.39,207.79,6.24,33,corn robi
3,12,12,0.99,23.77,77.67,56.09,211.09,6.25,33,corn robi
3,12,12,4.9,18.54,71.45,58.06,196.4,0.61,33,corn robi
3,12,12,3.38,24.44,72.77,57.31,194.5,5.13,33,corn robi
3,12,12,4.6,22.66,81.13,58.18,202.04,7.22,33,corn robi
3,12,12,3.21,27.54,75.28,56.32,202.92,1.23,33,corn robi
3,12,12,3.66,19.56,81.53,51.2,213.89,3.89,33,corn robi
3,12,12,6.19,25.3,66.91,53.06,198.56,5.44,33,corn robi
3,12,12,1.27,18.33,63.79,50.97,210.38,1.77,33,corn robi
3,12,12,1.03,22.88,71,52.56,194.25,7.75,33,corn robi
3,12,12,5.87,18.73,63.67,51.71,201.43,2.72,33,corn robi
3,12,12,7.65,17.99,70.46,57.99,192.1,1.72,33,corn robi
3,12,12,0.99,25.13,73.05,57.29,214.79,4.27,33,corn robi
3,12,12,2.83,27.49,66.38,58.28,205.21,10.53,33,corn robi
3,12,12,6.25,18.7,64.17,50.85,212.34,3.03,33,corn robi
4,11,11,18,25.7,76.9,49.5,183,3.7,33,corn robi
4,11,11,12.47,21.51,77.57,47.29,187.99,1.41,33,corn robi
4,11,11,15.54,23.02,78.56,47.88,184.16,4.2,33,corn robi
4,11,11,21.15,30.15,82.42,51.38,185.13,2.65,33,corn robi
4,11,11,10.98,30.69,86.14,50.93,173.52,4.14,33,corn robi
4,11,11,14.56,24.42,68.59,50.86,179.46,3.41,33,corn robi
4,11,11,19.87,28.49,84.93,51.48,194.98,4.02,33,corn robi
4,11,11,21.61,24.13,80.77,51.95,192.62,6,33,corn robi
4,11,11,24.89,24.2,76.42,49,193.25,0.36,33,corn robi
4,11,11,15.45,22.09,86.18,46.94,175.62,8.07,33,corn robi
4,11,11,20.77,29.99,73.96,51.8,172.23,1.87,33,corn robi
4,11,11,20.07,22.35,69.81,48.81,194.27,10.06,33,corn robi
4,11,11,13.59,24.38,73.03,48.22,192.24,3.95,33,corn robi
4,11,11,18.73,29.94,76.84,52.24,181.2,0.18,33,corn robi
4,11,11,14.29,30.61,70.61,52.82,186.22,5.77,33,corn robi
4,11,11,22.13,30.52,72.67,50.61,177.1,11.49,33,corn robi
5,10.5,10.5,26,26.9,75.2,54,190,3.8,33,corn robi
5,10.5,10.5,23.98,22.5,76.74,54.08,197.97,3.9,33,corn robi
5,10.5,10.5,28.11,29.86,73.76,55.18,190.56,6.42,33,corn robi
5,10.5,10.5,28.5,28.82,82,53.63,200.9,5.98,33,corn robi
5,10.5,10.5,28.38,25.19,84.96,52.88,192.83,1.63,33,corn robi
5,10.5,10.5,24.99,23.83,80.24,56.77,195.46,5.99,33,corn robi
5,10.5,10.5,30.54,24.99,70.92,50.12,201.2,5.45,33,corn robi
5,10.5,10.5,23.1,30.59,66.98,53.33,180.85,1.91,33,corn robi
5,10.5,10.5,27.04,26.8,76,52.93,179.95,5.71,33,corn robi
5,10.5,10.5,29.85,30.88,78.86,53.18,194.27,1.12,33,corn robi
5,10.5,10.5,25.71,31.46,84.51,50.23,183.47,4.3,33,corn robi
5,10.5,10.5,32.64,29.27,72.76,54.08,200.4,4.2,33,corn robi
5,10.5,10.5,25.47,22.94,74.17,54.26,182.55,1.24,33,corn robi
5,10.5,10.5,25.69,31.33,73.96,55.68,199.91,2.97,33,corn robi
5,10.5,10.5,26.92,22.65,67.02,57.53,182.47,4.91,33,corn robi
5,10.5,10.5,20.54,26.64,72.38,52.91,183,4.22,33,corn robi
6,11.25,11.25,0,23,73.8,52,154,3.7,33,corn robi
6,11.25,11.25,6.1,22.14,71.53,53.6,149.52,1.11,33,corn robi
6,11.25,11.25,3.22,18.81,66.66,52.82,158.62,0.65,33,corn robi
6,11.25,11.25,2.26,19.84,75.28,50.69,156.05,0.77,33,corn robi
6,11.25,11.25,5.11,22.17,79.74,51.41,147.28,9.49,33,corn robi
6,11.25,11.25,2.87,22.33,75.8,55.62,156.5,1.97,33,corn robi
6,11.25,11.25,1.33,21.31,79.66,53.55,155.61,6.36,33,corn robi
6,11.25,11.25,4.65,18.59,74.17,55.88,142.75,0.8,33,corn robi
6,11.25,11.25,2.37,18.8,64.81,54.64,159.58,10.86,33,corn robi
6,11.25,11.25,0.9,25.75,70.57,51.23,142.58,8.55,33,corn robi
6,11.25,11.25,0.07,19.35,77.89,54.06,155.18,0.61,33,corn robi
6,11.25,11.25,1.34,24.9,68.11,55.93,159.86,2.75,33,corn robi
6,11.25,11.25,2.89,21.57,83.14,51.94,155.78,5.35,33,corn robi
6,11.25,11.25,5.72,18.82,64.73,55.1,161.46,8.89,33,corn robi
6,11.25,11.25,3.65,22,73.97,48.73,143.29,9.82,33,corn robi
6,11.25,11.25,2.03,25.14,76.05,53.83,159.4,11.65,33,corn robi
7,12,12,0.5,21.3,73,47,201,2.8,33,corn robi
7,12,12,0.82,19.37,75.31,48.95,193.97,8.46,33,corn robi
7,12,12,5.83,22.85,69.29,47.69,203.34,3.38,33,corn robi
7,12,12,0.36,20.52,63.41,49.44,193.22,3.55,33,corn robi
7,12,12,5.56,16.78,82.79,49.18,208.47,0.68,33,corn robi
7,12,12,1.43,18.04,73.84,44.98,210.16,0.76,33,corn robi
7,12,12,3.51,20.83,71.73,46.94,192.97,5.15,33,corn robi
7,12,12,4.51,25.77,68.41,50.03,211.22,2.97,33,corn robi
7,12,12,3.86,26.24,65.15,46.18,192.77,3.58,33,corn robi
7,12,12,5.53,25.87,82.23,49.62,207.47,9.15,33,corn robi
7,12,12,0.33,24.26,81.68,44.7,208.36,4.29,33,corn robi
7,12,12,2.38,24.08,67.88,48.36,191.91,4.43,33,corn robi
7,12,12,6.95,21.31,64.14,50.34,189.88,1.69,33,corn robi
7,12,12,4.65,17.42,82.13,48.65,210.77,5.04,33,corn robi
7,12,12,6.5,18.14,71.04,50.94,194.3,3.44,33,corn robi
7,12,12,4.93,22.26,72.28,44.38,194.04,1.45,33,corn robi
8,9,9,52.5,29.5,83.9,31.5,180,4.1,33,corn robi
8,9,9,56.91,33.43,88.58,29.92,190.73,6.74,33,corn robi
8,9,9,51.09,27.75,92.4,28.24,172.76,4.41,33,corn robi
8,9,9,46.64,32.24,91.75,29.85,174.77,6.27,33,corn robi
8,9,9,59.49,27.72,82.25,27.64,183.22,8.39,33,corn robi
8,9,9,60.38,32.58,88.92,31.04,172.7,11.66,33,corn robi
8,9,9,57.96,29.22,82.26,28.62,172.28,1.97,33,corn robi
8,9,9,47.07,25.45,81.11,33.57,186.28,10.17,33,corn robi
8,9,9,44.65,24.69,76.9,31.14,180.65,0.87,33,corn robi
8,9,9,50.14,29.91,80.53,27.85,190.7,0.88,33,corn robi
8,9,9,55.42,24.53,78.88,31.2,168.66,0.76,33,corn robi
8,9,9,49.38,24.74,86.71,32.95,170.2,6.49,33,corn robi
8,9,9,47.26,26.14,74.24,32.4,181.38,2.02,33,corn robi
8,9,9,52.18,27.66,74.96,33.93,169.66,4.84,33,corn robi
8,9,9,48.35,33.77,93.23,30.94,188.64,9.41,33,corn robi
8,9,9,60.06,31.55,81.6,35.42,190.75,2.67,33,corn robi
14,12,12,1,21.5,71,52,194,4,33,corn robi
14,12,12,2.72,24.58,65.54,55.15,182.57,1.95,33,corn robi
14,12,12,1.58,21,79,53.07,195.94,11.65,33,corn robi
14,12,12,0.54,20.12,78.73,55.78,193.1,7.27,33,corn robi
14,12,12,6.27,21.75,75.8,48.29,189.57,0.37,33,corn robi
14,12,12,6.88,24.36,62.98,53.85,189.57,6.05,33,corn robi
14,12,12,3.12,24.43,66.93,51.43,190.84,10.17,33,corn robi
14,12,12,2.9,25.76,69.15,48.67,198.08,2.31,33,corn robi
14,12,12,6.92,22.28,70.78,48.78,187.5,11.32,33,corn robi
14,12,12,5.31,22.44,74.44,50.67,203.43,9.35,33,corn robi
14,12,12,0.62,24.89,80.74,52.79,189.09,3.41,33,corn robi
14,12,12,1.51,23.19,64.86,49.72,190.68,0.5,33,corn robi
14,12,12,6.47,17.76,68.11,48.92,201.61,11.57,33,corn robi
14,12,12,0.64,21.52,70.27,55.1,183.73,3.07,33,corn robi
14,12,12,2.2,23.35,65.32,51.74,192,1.59,33,corn robi
14,12,12,5.98,26.49,80.86,51.08,189.8,4.06,33,corn robi
9,12,12,1,21.3,73.8,49,191,3,33,corn robi
9,12,12,2.76,25.75,70.61,50.52,201.35,1.73,33,corn robi
9,12,12,3.56,22.96,82,52.39,180.11,8.08,33,corn robi
9,12,12,2.49,21.15,78.87,50.22,187.38,7.38,33,corn robi
9,12,12,3.85,22.49,64.1,47.98,202.65,4.33,33,corn robi
9,12,12,8.99,21.86,79.99,51.04,192.3,9.06,33,corn robi
9,12,12,2.32,22.78,74.69,48.09,189.42,9.31,33,corn robi
9,12,12,2.8,23.23,65.51,45.91,189.3,4.55,33,corn robi
9,12,12,4.6,20.18,73.01,51.51,197.23,3.13,33,corn robi
9,12,12,1.95,25.81,66.13,51.5,192.79,0.18,33,corn robi
9,12,12,8.14,20.49,79.1,50.25,195.49,7.67,33,corn robi
9,12,12,5.12,22.31,79.82,46.23,184.6,7.85,33,corn robi
9,12,12,1.88,17.63,78.29,45.61,183.4,0.81,33,corn robi
9,12,12,4.83,26.02,75.98,49.04,181.42,6.59,33,corn robi
9,12,12,3.86,24.92,74.17,48.35,202.58,4.55,33,corn robi
9,12,12,3.16,18.99,82.5,45.22,183.82,3.73,33,corn robi
10,11.25,11.25,1.3,23.6,72.6,54,151,3.7,33,corn robi
10,11.25,11.25,5.37,25.36,67.08,52.25,149.02,5.6,33,corn robi
10,11.25,11.25,7,20.1,68.5,50.32,149.48,3.96,33,corn robi
10,11.25,11.25,3.07,19.5,82.11,54.03,161.77,4.69,33,corn robi
10,11.25,11.25,6.28,28.39,62.93,52.37,157.78,3.19,33,corn robi
10,11.25,11.25,9.2,18.76,64.83,52.47,147.76,8.99,33,corn robi
10,11.25,11.25,0.39,20.42,66.79,53.13,144.21,2.33,33,corn robi
10,11.25,11.25,4.35,23.73,75.43,54.86,155.29,6.07,33,corn robi
10,11.25,11.25,2.58,21.8,68.69,53.91,139.11,2.85,33,corn robi
10,11.25,11.25,4.91,26.6,77.22,50.31,151.03,9.64,33,corn robi
10,11.25,11.25,4.03,19.68,62.73,53.49,146.97,3.32,33,corn robi
10,11.25,11.25,2.02,23.86,77.86,51.84,140.83,9.78,33,corn robi
10,11.25,11.25,1.7,22.71,81.13,53.1,154.18,0.45,33,corn robi
10,11.25,11.25,1.94,25.72,65.36,53.8,139.83,9.18,33,corn robi
10,11.25,11.25,9.18,22.33,80.51,57.14,155.72,8.21,33,corn robi
10,11.25,11.25,6.7,19.01,73.46,51.04,150.24,5.29,33,corn robi
11,10.25,10.25,39,27.8,80.7,49,204,3.7,33,corn robi
11,10.25,10.25,43.95,30.4,87.15,48.72,213.16,6.89,33,corn robi
11,10.25,10.25,43.95,27.04,72.52,45.09,197.12,10.96,33,corn robi
11,10.25,10.25,32.59,32,89.06,50.39,207.8,1.15,33,corn robi
11,10.25,10.25,42.04,31.49,73.58,50.01,202.65,4.18,33,corn robi
11,10.25,10.25,31.65,24.68,88.25,45.23,192.27,11.35,33,corn robi
11,10.25,10.25,41.51,30.54,74.29,49.49,193.76,1.36,33,corn robi
11,10.25,10.25,38.45,23.49,81.25,50.58,211.02,8.22,33,corn robi
11,10.25,10.25,34.83,23.38,77.99,52.33,207.9,11.01,33,corn robi
11,10.25,10.25,43.49,29.99,85.2,48.9,214.23,11.39,33,corn robi
11,10.25,10.25,41.06,27.66,76.6,51.6,205.34,2.73,33,corn robi
11,10.25,10.25,46.55,30.37,86.59,50.82,204.83,1.95,33,corn robi
11,10.25,10.25,38.5,30.89,89.7,47.5,193.08,1.31,33,corn robi
11,10.25,10.25,46.49,26.24,84.25,46.32,209.26,4.29,33,corn robi
11,10.25,10.25,36.67,28.54,71.81,49.52,204.53,3.95,33,corn robi
11,10.25,10.25,41.66,28.39,78.98,47.85,213.42,11.54,33,corn robi
13,10.25,10.25,35.5,26.8,79.9,51.5,134,6.3,33,corn robi
13,10.25,10.25,28.56,29.6,72.9,48.61,128.03,5.3,33,corn robi
13,10.25,10.25,36.16,28.31,84.91,50.44,141.03,6.41,33,corn robi
13,10.25,10.25,30.92,27.01,73.5,48.16,124.64,8.16,33,corn robi
13,10.25,10.25,34.23,21.92,77.98,47.86,126.49,9.11,33,corn robi
13,10.25,10.25,37.34,29.66,88.1,48.9,131.62,9.13,33,corn robi
13,10.25,10.25,38.89,31.11,75.26,51.95,129.19,3.22,33,corn robi
13,10.25,10.25,30.94,30.17,75.72,49.22,123.52,0.06,33,corn robi
13,10.25,10.25,29.79,25.65,87.08,54.92,126.39,0.41,33,corn robi
13,10.25,10.25,35.82,22.89,76.74,47.64,136.12,12.72,33,corn robi
13,10.25,10.25,33.22,30.98,86.94,52.12,129.45,1.57,33,corn robi
13,10.25,10.25,40.41,29.13,73.85,50.66,123.62,10.69,33,corn robi
13,10.25,10.25,37.94,26.37,87.63,53.76,132.79,1.44,33,corn robi
13,10.25,10.25,29.46,30.73,74.31,50.5,139.58,6.85,33,corn robi
13,10.25,10.25,30.1,25.33,70.04,53.13,129.42,0.75,33,corn robi
13,10.25,10.25,31.53,25.45,75.38,49.81,143.11,0.32,33,corn robi
12,12,12,0.5,21.1,73,55.5,177,4.2,33,corn robi
12,12,12,5.7,18.44,82.91,57.46,177.96,3.6,33,corn robi
12,12,12,4.27,25.52,74.19,57.67,177.84,9.11,33,corn robi
12,12,12,2.59,23.57,71.84,55.75,165.01,5.55,33,corn robi
12,12,12,1.61,23.31,76.03,57.2,175.41,7.6,33,corn robi
12,12,12,1.37,18.38,68.6,56.09,188.96,3.66,33,corn robi
12,12,12,6.57,19.65,81.3,53.95,172.3,3.63,33,corn robi
12,12,12,6.83,17.76,69.71,52.51,167.94,11.49,33,corn robi
12,12,12,5.03,25.17,75.95,58.61,171.78,0.95,33,corn robi
12,12,12,6.8,21.53,80.64,58.57,178.17,3.28,33,corn robi
12,12,12,0.5,17.43,78.89,53.49,171.95,2.12,33,corn robi
12,12,12,2.11,20.5,68.85,58.29,180.13,2.68,33,corn robi
12,12,12,7.5,17.34,67.85,56.58,178.75,11.15,33,corn robi
12,12,12,4.86,18.24,75.11,56.2,186.99,0.95,33,corn robi
12,12,12,2.68,19.31,79.37,56.65,173.2,9.57,33,corn robi
12,12,12,0.85,20.03,79.5,55.73,182.94,1.38,33,corn robi
1,12,12,1.7,21.7,74.3,48.7,225,3.1,34,masterd seed
1,12,12,4.98,20.99,73.54,51,223.33,2.04,34,masterd seed
1,12,12,3.06,19.71,65.41,51.42,234.26,3.2,34,masterd seed
1,12,12,3.27,25.43,75.65,48.87,224.42,4.62,34,masterd seed
1,12,12,8.29,17.98,66.35,47.15,236.73,10.81,34,masterd seed
1,12,12,0.36,17.04,64.3,46.54,221.9,3.34,34,masterd seed
1,12,12,3.97,23.94,77.53,48.54,215.89,9.02,34,masterd seed
1,12,12,1.32,17.81,80.8,48.69,231.37,2.55,34,masterd seed
1,12,12,5.21,25.56,66.75,52.28,229.42,1.72,34,masterd seed
1,12,12,4.3,25.99,82.11,50.25,227.73,2.32,34,masterd seed
1,12,12,3.37,20.11,64.86,50.17,228.72,5.27,34,masterd seed
1,12,12,1.64,22.65,82.76,46.71,221.59,10.75,34,masterd seed
1,12,12,1.02,20.05,64.47,50.42,214.63,6.93,34,masterd seed
1,12,12,9.51,24.3,79.94,51.21,223.58,2.96,34,masterd seed
1,12,12,4.58,17.88,75.57,44.82,225.91,10.79,34,masterd seed
1,12,12,2.86,23.9,76.22,47.55,216.58,1.31,34,masterd seed
2,11.5,11.5,0,23.5,71.1,56,205,3.7,34,masterd seed
2,11.5,11.5,2.98,23.93,69.81,52.8,204.63,7.33,34,masterd seed
2,11.5,11.5,7.39,25.36,63.03,58.98,215.88,3.39,34,masterd seed
2,11.5,11.5,6,27.47,73.87,53.65,203.95,4.32,34,masterd seed
2,11.5,11.5,4.27,23.45,79.88,57.68,201.13,3.07,34,masterd seed
2,11.5,11.5,6.56,18.65,73.55,57.9,212.86,3.93,34,masterd seed
2,11.5,11.5,4.77,23.8,71.62,56.01,215.92,9.01,34,masterd seed
2,11.5,11.5,7.64,27.59,63.19,59.28,198.99,1.8,34,masterd seed
2,11.5,11.5,0.12,25.54,71.5,56.64,199.89,1.39,34,masterd seed
2,11.5,11.5,5.43,23.44,74.4,54.77,216.49,5.34,34,masterd seed
2,11.5,11.5,0.52,26.7,71.79,56.89,204.07,11.67,34,masterd seed
2,11.5,11.5,2.34,24.69,72.85,57.53,193.92,3.85,34,masterd seed
2,11.5,11.5,7.64,21.86,80.92,52.85,204.76,7.13,34,masterd seed
2,11.5,11.5,7.97,25.42,67.19,52.84,197.24,1.81,34,masterd seed
2,11.5,11.5,1.15,25.29,77.4,55.25,212.09,1.25,34,masterd seed
2,11.5,11.5,7.67,25.27,67.61,54.43,193.86,3.59,34,masterd seed
3,12,12,10,22.8,71.9,54.8,204,5.1,34,masterd seed
3,12,12,3.92,27.32,65.15,54.65,200.51,4.03,34,masterd seed
3,12,12,10.7,26.7,63.96,53.95,192.15,11.3,34,masterd seed
3,12,12,6.64,25.82,65.3,54.69,208.18,4.26,34,masterd seed
3,12,12,15.01,18.79,75.76,52.8,197.22,5.64,34,masterd seed
3,12,12,16.94,19.46,63.43,57.17,204.24,6.01,34,masterd seed
3,12,12,4.31,22.56,81.88,55.72,204.46,8.45,34,masterd seed
3,12,12,17.08,18.53,79.21,54.82,206.57,1.58,34,masterd seed
3,12,12,17.96,23.28,73.91,58.49,195.29,8.57,34,masterd seed
3,12,12,10.61,21.69,69.19,55.44,196.68,1.59,34,masterd seed
3,12,12,17.64,27.42,79.05,55.45,214.87,5.69,34,masterd seed
3,12,12,14.16,27.37,62.28,55.44,198.44,13.05,34,masterd seed
3,12,12,12.82,27.32,69.18,53.38,214.22,2.89,34,masterd seed
3,12,12,6.47,27.76,77,56.21,199.07,10.21,34,masterd seed
3,12,12,3.97,24.99,64.71,54.78,195.34,10.53,34,masterd seed
3,12,12,16.21,19.32,70.73,55.94,215.24,1.81,34,masterd seed
4,11,11,18,25.7,76.9,49.5,183,3.7,34,masterd seed
4,11,11,14.67,23.95,74.43,48.51,175.56,3.55,34,masterd seed
4,11,11,20.57,26.46,74.12,46.3,182.22,7.74,34,masterd seed
4,11,11,23.2,20.98,77.33,52.21,178.01,10.81,34,masterd seed
4,11,11,22.63,26.97,71.32,47.38,191.08,3.91,34,masterd seed
4,11,11,25.26,30.69,85.73,48.82,174.25,10.88,34,masterd seed
4,11,11,21.67,30.22,86.28,49.58,175.71,8.95,34,masterd seed
4,11,11,10.04,25.48,72.8,46.76,182.92,3.81,34,masterd seed
4,11,11,22.74,29.89,74.31,50.84,175.42,0.17,34,masterd seed
4,11,11,10.21,23.36,70.99,49.35,177.91,3.81,34,masterd seed
4,11,11,21.79,25.03,86.84,48.42,187.09,4.72,34,masterd seed
4,11,11,21.26,25.91,72.18,50.99,172,9.19,34,masterd seed
4,11,11,11.38,22.65,85.17,50.96,184.36,1.09,34,masterd seed
4,11,11,15.31,26.67,73.65,47.29,175.99,5.57,34,masterd seed
4,11,11,18.2,26.9,73.83,47.22,177.12,0.36,34,masterd seed
4,11,11,20.41,29.03,67.13,48.72,190.38,3.38,34,masterd seed
5,11.5,11.5,1.5,23.2,71,52,212,3.7,34,masterd seed
5,11.5,11.5,3.15,27.37,77.51,53.17,204.1,0.7,34,masterd seed
5,11.5,11.5,2.97,22.68,77.37,50.61,202.83,0.79,34,masterd seed
5,11.5,11.5,1.3,22.95,71.52,51.06,209.06,7.16,34,masterd seed
5,11.5,11.5,4.56,24.83,74.47,54.67,223.9,0.11,34,masterd seed
5,11.5,11.5,1.84,21.27,76.91,53.93,210.72,1.42,34,masterd seed
5,11.5,11.5,4.54,24.6,74.06,53.18,217.45,1.96,34,masterd seed
5,11.5,11.5,8.65,27.67,78.68,53.19,200.18,10.06,34,masterd seed
5,11.5,11.5,7.4,18.6,74.62,50.83,222.95,3.02,34,masterd seed
5,11.5,11.5,4.23,21.73,80.97,53.57,209.63,10.44,34,masterd seed
5,11.5,11.5,0.16,21.91,63.8,54.46,220.76,10.17,34,masterd seed
5,11.5,11.5,0.81,19.83,65.61,50.67,201.39,0.43,34,masterd seed
5,11.5,11.5,1.91,26.39,70.47,50.7,213.94,8.1,34,masterd seed
5,11.5,11.5,3.22,19.26,63.82,53.34,208.01,4.85,34,masterd seed
5,11.5,11.5,1.26,20.91,63.7,55.58,219.03,0.05,34,masterd seed
5,11.5,11.5,9.43,22.85,66.63,54.2,203.19,7.12,34,masterd seed
6,11.5,11.5,0,22.2,71.7,54,164,3.7,34,masterd seed
6,11.5,11.5,1.85,27.17,71.44,50.63,167.97,11.27,34,masterd seed
6,11.5,11.5,6.96,22.43,78.68,56.86,166.54,2.48,34,masterd seed
6,11.5,11.5,1.54,25.33,63.74,53.27,153.43,0.29,34,masterd seed
6,11.5,11.5,0.76,26.86,64.98,53.27,157.96,2.08,34,masterd seed
6,11.5,11.5,1.71,19.9,75.56,50.42,159.97,9.83,34,masterd seed
6,11.5,11.5,5.2,22.74,73.49,50.5,163.14,4.32,34,masterd seed
6,11.5,11.5,7.39,23.24,74.59,51.18,162.6,7.57,34,masterd seed
6,11.5,11.5,3.35,27.09,78.03,50.67,169.74,4.09,34,masterd seed
6,11.5,11.5,3.83,20.03,72.16,52.74,155.5,10.67,34,masterd seed
6,11.5,11.5,7.17,26.83,62.77,50.28,167.16,3.63,34,masterd seed
6,11.5,11.5,7.18,22.77,75.11,50.18,160.07,1.83,34,masterd seed
6,11.5,11.5,5.2,25.67,72.46,51.83,166.76,3.06,34,masterd seed
6,11.5,11.5,1.61,18.56,76.33,56,170.28,9.13,34,masterd seed
6,11.5,11.5,5.87,19.94,70.17,52.38,171.26,4.03,34,masterd seed
6,11.5,11.5,5.33,18.73,78.36,51.45,165.38,3.61,34,masterd seed
7,10,10,43,28.9,82.7,39.5,206,3.7,34,masterd seed
7,10,10,46.42,28.52,73.32,38.81,212.08,7.7,34,masterd seed
7,10,10,45.54,25.81,88.83,36.96,197.48,3.09,34,masterd seed
7,10,10,49.48,33.16,90.37,37.51,196.31,2.73,34,masterd seed
7,10,10,42.39,31.91,91.82,42.44,201.18,6.6,34,masterd seed
7,10,10,40.42,27.62,84.58,41.54,215.41,0.09,34,masterd seed
7,10,10,43.99,26.89,86.14,36.42,212.78,2.42,34,masterd seed
7,10,10,41.07,30.29,74.96,40.27,211.74,8.34,34,masterd seed
7,10,10,48.31,33.84,90.54,39.89,204,1.49,34,masterd seed
7,10,10,51,25.76,87.91,42.23,211.17,10.64,34,masterd seed
7,10,10,45.79,25.47,83.31,36.83,204.25,4.06,34,masterd seed
7,10,10,46.93,33.18,91.89,41.69,205.03,9.7,34,masterd seed
7,10,10,49.31,27.41,78.32,39.65,217.43,10.2,34,masterd seed
7,10,10,36.11,31.63,77.44,40.62,202.28,5.81,34,masterd seed
7,10,10,35.19,32.63,75.7,38.71,197.99,1.84,34,masterd seed
7,10,10,47.95,30.18,81.93,37.07,213.93,2.01,34,masterd seed
8,11,11,8,25.3,74,48.5,175,2.3,34,masterd seed
8,11,11,15.58,23.46,68.82,51.42,185.12,2.29,34,masterd seed
8,11,11,4.23,28.3,79.53,51.65,171.57,0.62,34,masterd seed
8,11,11,1.05,29.8,73.86,51.21,170.2,3.21,34,masterd seed
8,11,11,11.22,29.76,73.33,47.9,177.05,1.51,34,masterd seed
8,11,11,8.87,21.65,65.08,44.88,174.44,0.57,34,masterd seed
8,11,11,14.04,25.37,82.83,45.67,180.62,3.78,34,masterd seed
8,11,11,5.92,26.19,69.55,49.59,176.42,1.03,34,masterd seed
8,11,11,11.8,26.52,66.4,48.8,178.41,2.85,34,masterd seed
8,11,11,3.87,26.9,64.62,49.19,183.59,2.65,34,masterd seed
8,11,11,7.82,24.81,72.39,44.6,179.32,6.01,34,masterd seed
8,11,11,6.22,28.62,70.99,46.55,167.98,3.41,34,masterd seed
8,11,11,1.16,21.14,76.41,51.53,184.96,7.63,34,masterd seed
8,11,11,0.14,25.72,83.21,45.76,177.58,1.81,34,masterd seed
8,11,11,15.81,26.23,76.6,47.27,179.66,3.76,34,masterd seed
8,11,11,8.91,22.9,83.02,45.76,173.18,2.28,34,masterd seed
14,10,10,41,29.1,83,41.5,189,4.3,34,masterd seed
14,10,10,34.18,30.87,90.55,42.79,196.42,2.81,34,masterd seed
14,10,10,36.9,28.43,87.23,38.91,177.2,5.09,34,masterd seed
14,10,10,40.55,28.46,78.71,42.06,198.52,11.32,34,masterd seed
14,10,10,38.08,24.65,92.61,41.52,195.31,3.27,34,masterd seed
14,10,10,46.64,25.63,80.26,45.08,199.6,3.46,34,masterd seed
14,10,10,47.01,25.63,86.08,42.88,197.21,3.18,34,masterd seed
14,10,10,37.89,25.53,86.04,42.25,198.93,0.22,34,masterd seed
14,10,10,40.7,26.78,80.46,43.55,178.65,6.68,34,masterd seed
14,10,10,43.58,27.92,75.48,38.08,179.19,0.2,34,masterd seed
14,10,10,45.21,34.03,90.85,37.66,192.73,7.54,34,masterd seed
14,10,10,42.3,25.87,84.94,42.02,196.05,1.36,34,masterd seed
14,10,10,38.51,25.23,85.32,39.89,183.99,1.74,34,masterd seed
14,10,10,41.14,32.53,75.41,39.7,197.39,4.24,34,masterd seed
14,10,10,34.7,28.37,89.51,41.19,177.98,4.25,34,masterd seed
14,10,10,42.41,25.49,80.76,40.67,185.27,4.53,34,masterd seed
9,11.5,11.5,0,23,74,53,186,3.7,34,masterd seed
9,11.5,11.5,6.6,27.37,71.97,49.79,190.29,4.11,34,masterd seed
9,11.5,11.5,3.72,27.01,74.7,53.16,176.73,10.28,34,masterd seed
9,11.5,11.5,0.73,27.74,65.49,56.06,174.9,8.47,34,masterd seed
9,11.5,11.5,3.33,26.92,66.17,51.03,182.58,1.76,34,masterd seed
9,11.5,11.5,4.1,23.66,71.38,51.42,182.97,10.98,34,masterd seed
